SchoolID,School,var,est,moe,type,description
14,Whit Davis,creditbills,20.28723813,[11.8592 - 28.7152],pct,Percentage that had difficulty paying credit card bills
15,Whitehead Rd.,creditbills,22.9891392,[13.9731 - 32.0051],pct,Percentage that had difficulty paying credit card bills
16,Winterville,creditbills,18.03477398,[3.13876 - 32.9306],pct,Percentage that had difficulty paying credit card bills
0,School Zone not specified by respondent,creditbills,18.38029471,[10.9328 - 25.8288],pct,Percentage that had difficulty paying credit card bills
1,Bettye Henderson Holston,register_vote,81.23315866,[69.4736 - 92.9936],pct,Percentage registered to vote
2,Barnett Shoals,register_vote,91.29616502,[86.7881 - 95.8041],pct,Percentage registered to vote
3,Barrow,register_vote,83.63832961,[78.3467 - 88.9307],pct,Percentage registered to vote
4,Choice Zone-West,register_vote,56.72165265,[43.7856 - 69.6576],pct,Percentage registered to vote
5,Johnnie Lay Burks,register_vote,89.70709145,[84.6116 - 94.8036],pct,Percentage registered to vote
6,Cleveland Road,register_vote,72.35052839,[59.8065 - 84.8945],pct,Percentage registered to vote
7,Fowler Drive,register_vote,60.03786523,[46.1218 - 73.9538],pct,Percentage registered to vote
8,Gaines,register_vote,85.75119167,[77.5192 - 93.9832],pct,Percentage registered to vote
9,Howard B Stroud,register_vote,77.68604352,[68.6708 - 86.7028],pct,Percentage registered to vote
10,Judia Jackson Harris,register_vote,78.85163749,[68.0715 - 89.6315],pct,Percentage registered to vote
11,Choice Zone-East,register_vote,80.59513639,[70.9919 - 90.1999],pct,Percentage registered to vote
12,Oglethorpe,register_vote,81.65617401,[73.2283 - 90.0843],pct,Percentage registered to vote
13,Timothy Rd.,register_vote,88.08619481,[82.9901 - 93.1821],pct,Percentage registered to vote
14,Whit Davis,register_vote,89.49290863,[83.2209 - 95.7649],pct,Percentage registered to vote
15,Whitehead Rd.,register_vote,91.57717312,[86.0891 - 97.0651],pct,Percentage registered to vote
16,Winterville,register_vote,85.23057841,[71.5107 - 98.9507],pct,Percentage registered to vote
0,School Zone not specified by respondent,register_vote,69.43155251,[60.0238 - 78.8398],pct,Percentage registered to vote
1,Bettye Henderson Holston,corr_year,8.198894452,[2.51489 - 13.8829],pct,Percentage that Corresponded with Politician
2,Barnett Shoals,corr_year,25.49029307,[17.6502 - 33.3302],pct,Percentage that Corresponded with Politician
3,Barrow,corr_year,24.63914529,[18.3672 - 30.9112],pct,Percentage that Corresponded with Politician
4,Choice Zone-West,corr_year,4.770152763,[-0.3256 - 9.86616],pct,Percentage that Corresponded with Politician
5,Johnnie Lay Burks,corr_year,36.09716046,[28.0611 - 44.1331],pct,Percentage that Corresponded with Politician
6,Cleveland Road,corr_year,3.192396778,[1.23239 - 5.15239],pct,Percentage that Corresponded with Politician
7,Fowler Drive,corr_year,8.954312578,[-0.6496 - 18.5583],pct,Percentage that Corresponded with Politician
8,Gaines,corr_year,21.05173259,[10.4674 - 31.6354],pct,Percentage that Corresponded with Politician
9,Howard B Stroud,corr_year,9.091772674,[3.40778 - 14.7758],pct,Percentage that Corresponded with Politician
10,Judia Jackson Harris,corr_year,3.131513415,[-0.0046 - 6.26756],pct,Percentage that Corresponded with Politician
11,Choice Zone-East,corr_year,11.85538101,[4.79936 - 18.9116],pct,Percentage that Corresponded with Politician
12,Oglethorpe,corr_year,28.91282115,[18.3284 - 39.4964],pct,Percentage that Corresponded with Politician
13,Timothy Rd.,corr_year,24.70081974,[17.2528 - 32.1488],pct,Percentage that Corresponded with Politician
14,Whit Davis,corr_year,20.70431138,[11.8843 - 29.5243],pct,Percentage that Corresponded with Politician
15,Whitehead Rd.,corr_year,28.10597201,[18.1099 - 38.1019],pct,Percentage that Corresponded with Politician
16,Winterville,corr_year,15.79597722,[-0.2762 - 31.8672],pct,Percentage that Corresponded with Politician
0,School Zone not specified by respondent,corr_year,20.21416267,[11.9822 - 28.4462],pct,Percentage that Corresponded with Politician
1,Bettye Henderson Holston,petition_year,17.29516605,[7.88718 - 26.7038],pct,Percentage that Signed a Petition
2,Barnett Shoals,petition_year,40.29517245,[31.2791 - 49.3111],pct,Percentage that Signed a Petition
3,Barrow,petition_year,40.79448292,[33.5427 - 48.0467],pct,Percentage that Signed a Petition
4,Choice Zone-West,petition_year,8.034305888,[0.97836 - 15.0906],pct,Percentage that Signed a Petition
5,Johnnie Lay Burks,petition_year,52.46134494,[44.0333 - 60.8893],pct,Percentage that Signed a Petition
6,Cleveland Road,petition_year,15.42234665,[4.64234 - 26.2023],pct,Percentage that Signed a Petition
7,Fowler Drive,petition_year,9.820275688,[2.17627 - 17.4642],pct,Percentage that Signed a Petition
8,Gaines,petition_year,38.48007469,[26.5241 - 50.4361],pct,Percentage that Signed a Petition
9,Howard B Stroud,petition_year,17.22780674,[8.40788 - 26.0478],pct,Percentage that Signed a Petition
10,Judia Jackson Harris,petition_year,15.70078628,[0.02078 - 31.3808],pct,Percentage that Signed a Petition
11,Choice Zone-East,petition_year,14.2967429,[6.84878 - 21.7448],pct,Percentage that Signed a Petition
12,Oglethorpe,petition_year,42.03495996,[30.8627 - 53.2067],pct,Percentage that Signed a Petition
13,Timothy Rd.,petition_year,32.62850808,[24.7885 - 40.4685],pct,Percentage that Signed a Petition
14,Whit Davis,petition_year,22.97961474,[13.9636 - 31.9956],pct,Percentage that Signed a Petition
15,Whitehead Rd.,petition_year,32.60412656,[22.2161 - 42.9921],pct,Percentage that Signed a Petition
16,Winterville,petition_year,14.42069328,[-0.0834 - 28.9244],pct,Percentage that Signed a Petition
0,School Zone not specified by respondent,petition_year,23.72643069,[14.9065 - 32.5465],pct,Percentage that Signed a Petition
1,Bettye Henderson Holston,protest_year,4.29976494,[-0.9927 - 9.59177],pct,Percentage that Participated in a Protest
2,Barnett Shoals,protest_year,17.35025589,[10.6862 - 24.0142],pct,Percentage that Participated in a Protest
3,Barrow,protest_year,15.75513384,[10.6596 - 20.8516],pct,Percentage that Participated in a Protest
4,Choice Zone-West,protest_year,1.524742101,[-0.0438 - 3.09278],pct,Percentage that Participated in a Protest
5,Johnnie Lay Burks,protest_year,27.50377738,[19.8599 - 35.1479],pct,Percentage that Participated in a Protest
6,Cleveland Road,protest_year,4.867961913,[-1.6000 - 11.3359],pct,Percentage that Participated in a Protest
7,Fowler Drive,protest_year,1.273115425,[-0.2948 - 2.84111],pct,Percentage that Participated in a Protest
8,Gaines,protest_year,17.6632462,[7.86325 - 27.4635],pct,Percentage that Participated in a Protest
9,Howard B Stroud,protest_year,13.47938599,[5.44338 - 21.5158],pct,Percentage that Participated in a Protest
10,Judia Jackson Harris,protest_year,1.565756708,[-0.5901 - 3.72171],pct,Percentage that Participated in a Protest
11,Choice Zone-East,protest_year,4.772857944,[0.85282 - 8.69282],pct,Percentage that Participated in a Protest
12,Oglethorpe,protest_year,26.56281027,[16.1743 - 36.9503],pct,Percentage that Participated in a Protest
13,Timothy Rd.,protest_year,11.92012773,[6.23612 - 17.6041],pct,Percentage that Participated in a Protest
14,Whit Davis,protest_year,8.206627741,[2.71862 - 13.6946],pct,Percentage that Participated in a Protest
15,Whitehead Rd.,protest_year,12.04744545,[4.59944 - 19.4954],pct,Percentage that Participated in a Protest
16,Winterville,protest_year,8.088601902,[-3.8671 - 20.0441],pct,Percentage that Participated in a Protest
0,School Zone not specified by respondent,protest_year,9.14819775,[3.46419 - 14.8329],pct,Percentage that Participated in a Protest
1,Bettye Henderson Holston,meeting_year,8.761072256,[2.29303 - 15.2293],pct,Percentage that Attended a Community Meeting
2,Barnett Shoals,meeting_year,18.97318346,[12.3091 - 25.6371],pct,Percentage that Attended a Community Meeting
3,Barrow,meeting_year,18.83859512,[13.3508 - 24.3268],pct,Percentage that Attended a Community Meeting
4,Choice Zone-West,meeting_year,5.095146881,[2.35114 - 7.83914],pct,Percentage that Attended a Community Meeting
5,Johnnie Lay Burks,meeting_year,33.85763619,[25.8211 - 41.8931],pct,Percentage that Attended a Community Meeting
6,Cleveland Road,meeting_year,2.858593647,[1.09459 - 4.62259],pct,Percentage that Attended a Community Meeting
7,Fowler Drive,meeting_year,10.60576533,[1.00176 - 20.2097],pct,Percentage that Attended a Community Meeting
8,Gaines,meeting_year,19.81754485,[10.4098 - 29.2258],pct,Percentage that Attended a Community Meeting
9,Howard B Stroud,meeting_year,13.13833954,[5.49438 - 20.7828],pct,Percentage that Attended a Community Meeting
10,Judia Jackson Harris,meeting_year,38.34519659,[17.9614 - 58.7294],pct,Percentage that Attended a Community Meeting
11,Choice Zone-East,meeting_year,6.564065627,[3.03608 - 10.0928],pct,Percentage that Attended a Community Meeting
12,Oglethorpe,meeting_year,30.33670874,[19.7524 - 40.9204],pct,Percentage that Attended a Community Meeting
13,Timothy Rd.,meeting_year,20.82486973,[13.9648 - 27.6848],pct,Percentage that Attended a Community Meeting
14,Whit Davis,meeting_year,22.08240933,[13.2624 - 30.9024],pct,Percentage that Attended a Community Meeting
15,Whitehead Rd.,meeting_year,17.17592919,[9.13992 - 25.2119],pct,Percentage that Attended a Community Meeting
16,Winterville,meeting_year,11.92434836,[-0.4233 - 24.2723],pct,Percentage that Attended a Community Meeting
0,School Zone not specified by respondent,meeting_year,15.55563352,[7.51961 - 23.5911],pct,Percentage that Attended a Community Meeting
1,Bettye Henderson Holston,vote_year,43.51289974,[31.3602 - 55.6642],pct,Percentage who Voted in the Last Year
2,Barnett Shoals,vote_year,66.13983298,[57.7118 - 74.5678],pct,Percentage who Voted in the Last Year
3,Barrow,vote_year,52.58526932,[45.3337 - 59.8377],pct,Percentage who Voted in the Last Year
4,Choice Zone-West,vote_year,22.81803834,[15.1749 - 30.4629],pct,Percentage who Voted in the Last Year
5,Johnnie Lay Burks,vote_year,73.71066079,[66.4587 - 80.9627],pct,Percentage who Voted in the Last Year
6,Cleveland Road,vote_year,35.15571063,[21.6317 - 48.6797],pct,Percentage who Voted in the Last Year
7,Fowler Drive,vote_year,39.78479055,[25.0847 - 54.4847],pct,Percentage who Voted in the Last Year
8,Gaines,vote_year,52.82002959,[41.2569 - 64.3849],pct,Percentage who Voted in the Last Year
9,Howard B Stroud,vote_year,42.93695802,[31.3728 - 54.5008],pct,Percentage who Voted in the Last Year
10,Judia Jackson Harris,vote_year,50.20961543,[31.5895 - 68.8295],pct,Percentage who Voted in the Last Year
11,Choice Zone-East,vote_year,45.94593475,[34.7737 - 57.1177],pct,Percentage who Voted in the Last Year
12,Oglethorpe,vote_year,56.72994437,[45.7536 - 67.7056],pct,Percentage who Voted in the Last Year
13,Timothy Rd.,vote_year,67.31908619,[59.8710 - 74.7670],pct,Percentage who Voted in the Last Year
14,Whit Davis,vote_year,68.68389996,[59.2758 - 78.0918],pct,Percentage who Voted in the Last Year
15,Whitehead Rd.,vote_year,56.34695051,[45.5669 - 67.1269],pct,Percentage who Voted in the Last Year
16,Winterville,vote_year,46.84007628,[26.2605 - 67.4205],pct,Percentage who Voted in the Last Year
0,School Zone not specified by respondent,vote_year,48.50758677,[38.5111 - 58.5031],pct,Percentage who Voted in the Last Year
1,Bettye Henderson Holston,religion,59.43462615,[46.3027 - 72.5667],pct,Percentage who consider religion to be an important part of their life
2,Barnett Shoals,religion,38.13054912,[29.3105 - 46.9505],pct,Percentage who consider religion to be an important part of their life
3,Barrow,religion,50.40929849,[42.9618 - 57.8578],pct,Percentage who consider religion to be an important part of their life
4,Choice Zone-West,religion,87.46010505,[82.3646 - 92.5566],pct,Percentage who consider religion to be an important part of their life
5,Johnnie Lay Burks,religion,35.38045473,[27.1482 - 43.6122],pct,Percentage who consider religion to be an important part of their life
6,Cleveland Road,religion,58.33180502,[43.2398 - 73.4238],pct,Percentage who consider religion to be an important part of their life
7,Fowler Drive,religion,67.00230413,[52.6943 - 81.3103],pct,Percentage who consider religion to be an important part of their life
8,Gaines,religion,50.06408332,[37.9122 - 62.2162],pct,Percentage who consider religion to be an important part of their life
9,Howard B Stroud,religion,52.34760615,[40.3918 - 64.3038],pct,Percentage who consider religion to be an important part of their life
10,Judia Jackson Harris,religion,80.90075622,[71.1005 - 90.7005],pct,Percentage who consider religion to be an important part of their life
11,Choice Zone-East,religion,67.75392304,[56.9735 - 78.5335],pct,Percentage who consider religion to be an important part of their life
12,Oglethorpe,religion,50.40560435,[39.0378 - 61.7738],pct,Percentage who consider religion to be an important part of their life
13,Timothy Rd.,religion,57.79654151,[49.3685 - 66.2245],pct,Percentage who consider religion to be an important part of their life
14,Whit Davis,religion,51.80476891,[41.0247 - 62.5847],pct,Percentage who consider religion to be an important part of their life
15,Whitehead Rd.,religion,55.01900464,[43.8470 - 66.1910],pct,Percentage who consider religion to be an important part of their life
16,Winterville,religion,79.19176615,[61.7479 - 96.6359],pct,Percentage who consider religion to be an important part of their life
0,School Zone not specified by respondent,religion,58.18339575,[47.7953 - 68.5713],pct,Percentage who consider religion to be an important part of their life
1,Bettye Henderson Holston,cancer,6.039501356,[1.72752 - 10.3512],pct,Percentage with a Cancer Diagnosis
2,Barnett Shoals,cancer,8.528567639,[3.62856 - 13.4285],pct,Percentage with a Cancer Diagnosis
3,Barrow,cancer,8.608405623,[4.49241 - 12.7241],pct,Percentage with a Cancer Diagnosis
4,Choice Zone-West,cancer,3.638022527,[1.28602 - 5.99002],pct,Percentage with a Cancer Diagnosis
5,Johnnie Lay Burks,cancer,9.292140212,[4.39215 - 14.1925],pct,Percentage with a Cancer Diagnosis
6,Cleveland Road,cancer,10.22416603,[0.03216 - 20.4161],pct,Percentage with a Cancer Diagnosis
7,Fowler Drive,cancer,4.642301564,[-2.4136 - 11.6983],pct,Percentage with a Cancer Diagnosis
8,Gaines,cancer,12.82699991,[4.59492 - 21.0582],pct,Percentage with a Cancer Diagnosis
9,Howard B Stroud,cancer,8.851496365,[0.22748 - 17.4758],pct,Percentage with a Cancer Diagnosis
10,Judia Jackson Harris,cancer,12.50179683,[-3.1788 - 28.1818],pct,Percentage with a Cancer Diagnosis
11,Choice Zone-East,cancer,9.70682341,[2.25888 - 17.1548],pct,Percentage with a Cancer Diagnosis
12,Oglethorpe,cancer,3.44624435,[1.68229 - 5.21029],pct,Percentage with a Cancer Diagnosis
13,Timothy Rd.,cancer,11.21532412,[5.72732 - 16.7033],pct,Percentage with a Cancer Diagnosis
14,Whit Davis,cancer,12.82137878,[5.37337 - 20.2693],pct,Percentage with a Cancer Diagnosis
15,Whitehead Rd.,cancer,7.097216674,[2.00121 - 12.1932],pct,Percentage with a Cancer Diagnosis
16,Winterville,cancer,7.931265728,[-4.0241 - 19.8871],pct,Percentage with a Cancer Diagnosis
0,School Zone not specified by respondent,cancer,16.22996628,[7.60594 - 24.8534],pct,Percentage with a Cancer Diagnosis
1,Bettye Henderson Holston,diabetes,5.923826137,[3.17984 - 8.66784],pct,Percentage with Diabetes
2,Barnett Shoals,diabetes,8.857073199,[4.15307 - 13.5610],pct,Percentage with Diabetes
3,Barrow,diabetes,7.900806675,[3.78481 - 12.0161],pct,Percentage with Diabetes
4,Choice Zone-West,diabetes,8.573674645,[2.88969 - 14.2579],pct,Percentage with Diabetes
5,Johnnie Lay Burks,diabetes,4.938646479,[1.60667 - 8.27067],pct,Percentage with Diabetes
6,Cleveland Road,diabetes,7.721655208,[1.05765 - 14.3856],pct,Percentage with Diabetes
7,Fowler Drive,diabetes,7.393914424,[3.27791 - 11.5099],pct,Percentage with Diabetes
8,Gaines,diabetes,11.255549,[4.39555 - 18.1155],pct,Percentage with Diabetes
9,Howard B Stroud,diabetes,13.03348741,[5.78148 - 20.2858],pct,Percentage with Diabetes
10,Judia Jackson Harris,diabetes,16.52919386,[0.84918 - 32.2098],pct,Percentage with Diabetes
11,Choice Zone-East,diabetes,10.45885157,[3.79484 - 17.1224],pct,Percentage with Diabetes
12,Oglethorpe,diabetes,9.187443156,[3.30743 - 15.0673],pct,Percentage with Diabetes
13,Timothy Rd.,diabetes,10.82316154,[5.72716 - 15.9191],pct,Percentage with Diabetes
14,Whit Davis,diabetes,16.85155891,[9.01155 - 24.6915],pct,Percentage with Diabetes
15,Whitehead Rd.,diabetes,14.30069357,[6.26469 - 22.3366],pct,Percentage with Diabetes
16,Winterville,diabetes,18.09049977,[2.01842 - 34.1622],pct,Percentage with Diabetes
0,School Zone not specified by respondent,diabetes,19.50503966,[11.4691 - 27.5411],pct,Percentage with Diabetes
1,Bettye Henderson Holston,asthma,19.60805592,[9.80805 - 29.4085],pct,Percentage with Asthma
2,Barnett Shoals,asthma,16.0824884,[9.61448 - 22.5504],pct,Percentage with Asthma
3,Barrow,asthma,11.92700724,[7.81101 - 16.0431],pct,Percentage with Asthma
4,Choice Zone-West,asthma,9.374865694,[5.25881 - 13.4901],pct,Percentage with Asthma
5,Johnnie Lay Burks,asthma,19.33884302,[12.6744 - 26.0024],pct,Percentage with Asthma
6,Cleveland Road,asthma,10.5686907,[3.12069 - 18.0166],pct,Percentage with Asthma
7,Fowler Drive,asthma,18.12458829,[6.56058 - 29.6885],pct,Percentage with Asthma
8,Gaines,asthma,22.89038744,[13.0905 - 32.6905],pct,Percentage with Asthma
9,Howard B Stroud,asthma,22.26446884,[11.4848 - 33.0448],pct,Percentage with Asthma
10,Judia Jackson Harris,asthma,12.17425506,[4.92227 - 19.4267],pct,Percentage with Asthma
11,Choice Zone-East,asthma,27.12185499,[16.9292 - 37.3132],pct,Percentage with Asthma
12,Oglethorpe,asthma,15.32621383,[7.48624 - 23.1664],pct,Percentage with Asthma
13,Timothy Rd.,asthma,14.56247857,[8.68247 - 20.4424],pct,Percentage with Asthma
14,Whit Davis,asthma,11.11885851,[5.43485 - 16.8028],pct,Percentage with Asthma
15,Whitehead Rd.,asthma,17.93656156,[9.70456 - 26.1685],pct,Percentage with Asthma
16,Winterville,asthma,17.7931941,[3.09315 - 32.4935],pct,Percentage with Asthma
0,School Zone not specified by respondent,asthma,27.59179613,[18.3797 - 36.8037],pct,Percentage with Asthma
1,Bettye Henderson Holston,hbp,18.68524778,[10.8454 - 26.5254],pct,Percentage with High Blood Pressure
2,Barnett Shoals,hbp,30.41187331,[21.9838 - 38.8398],pct,Percentage with High Blood Pressure
3,Barrow,hbp,18.86691522,[13.1829 - 24.5509],pct,Percentage with High Blood Pressure
4,Choice Zone-West,hbp,26.9210662,[16.5333 - 37.3093],pct,Percentage with High Blood Pressure
5,Johnnie Lay Burks,hbp,19.73228793,[13.2643 - 26.2003],pct,Percentage with High Blood Pressure
6,Cleveland Road,hbp,18.15113536,[8.54713 - 27.7551],pct,Percentage with High Blood Pressure
7,Fowler Drive,hbp,32.94428264,[18.8322 - 47.0562],pct,Percentage with High Blood Pressure
8,Gaines,hbp,24.99646213,[14.8042 - 35.1882],pct,Percentage with High Blood Pressure
9,Howard B Stroud,hbp,26.0974349,[16.4938 - 35.7018],pct,Percentage with High Blood Pressure
10,Judia Jackson Harris,hbp,34.36246082,[14.76210 - 53.96210],pct,Percentage with High Blood Pressure
11,Choice Zone-East,hbp,27.82228029,[17.8261 - 37.8181],pct,Percentage with High Blood Pressure
12,Oglethorpe,hbp,32.16170478,[21.7733 - 42.5493],pct,Percentage with High Blood Pressure
13,Timothy Rd.,hbp,31.58709292,[23.7470 - 39.4270],pct,Percentage with High Blood Pressure
14,Whit Davis,hbp,36.39782463,[26.2058 - 46.5898],pct,Percentage with High Blood Pressure
15,Whitehead Rd.,hbp,33.22734437,[23.0353 - 43.4193],pct,Percentage with High Blood Pressure
16,Winterville,hbp,33.64768091,[14.04710 - 53.24710],pct,Percentage with High Blood Pressure
0,School Zone not specified by respondent,hbp,22.4385914,[15.1867 - 29.6907],pct,Percentage with High Blood Pressure
1,Bettye Henderson Holston,highchol,16.7174585,[7.89745 - 25.5375],pct,Percentage with High Cholesterol
2,Barnett Shoals,highchol,21.44245514,[13.4064 - 29.4784],pct,Percentage with High Cholesterol
3,Barrow,highchol,16.3884355,[10.9008 - 21.8768],pct,Percentage with High Cholesterol
4,Choice Zone-West,highchol,9.608747004,[5.49271 - 13.7241],pct,Percentage with High Cholesterol
5,Johnnie Lay Burks,highchol,19.62531114,[12.9614 - 26.2894],pct,Percentage with High Cholesterol
6,Cleveland Road,highchol,7.974008693,[4.25000 - 11.6980],pct,Percentage with High Cholesterol
7,Fowler Drive,highchol,18.1180608,[4.59406 - 31.6420],pct,Percentage with High Cholesterol
8,Gaines,highchol,24.82149664,[13.8456 - 35.7976],pct,Percentage with High Cholesterol
9,Howard B Stroud,highchol,11.34114243,[4.48118 - 18.2018],pct,Percentage with High Cholesterol
10,Judia Jackson Harris,highchol,21.62164362,[5.74561 - 37.4971],pct,Percentage with High Cholesterol
11,Choice Zone-East,highchol,20.78173383,[11.3738 - 30.1898],pct,Percentage with High Cholesterol
12,Oglethorpe,highchol,16.84846459,[11.3608 - 22.3368],pct,Percentage with High Cholesterol
13,Timothy Rd.,highchol,31.89481069,[23.8588 - 39.9308],pct,Percentage with High Cholesterol
14,Whit Davis,highchol,33.69253046,[23.3045 - 44.0805],pct,Percentage with High Cholesterol
15,Whitehead Rd.,highchol,27.51444981,[17.3224 - 37.7064],pct,Percentage with High Cholesterol
16,Winterville,highchol,18.62118125,[2.54912 - 34.6932],pct,Percentage with High Cholesterol
0,School Zone not specified by respondent,highchol,15.90047263,[9.04045 - 22.7605],pct,Percentage with High Cholesterol
1,Bettye Henderson Holston,arthritis,6.176870475,[1.86482 - 10.4882],pct,Percentage with Arthritis
2,Barnett Shoals,arthritis,13.62308626,[7.54708 - 19.6990],pct,Percentage with Arthritis
3,Barrow,arthritis,9.36771188,[4.85973 - 13.8753],pct,Percentage with Arthritis
4,Choice Zone-West,arthritis,10.74758125,[4.86753 - 16.6273],pct,Percentage with Arthritis
5,Johnnie Lay Burks,arthritis,6.830145381,[2.71411 - 10.9461],pct,Percentage with Arthritis
6,Cleveland Road,arthritis,12.73617252,[3.72017 - 21.7521],pct,Percentage with Arthritis
7,Fowler Drive,arthritis,18.52115948,[5.78115 - 31.2611],pct,Percentage with Arthritis
8,Gaines,arthritis,16.10048594,[7.08446 - 25.1166],pct,Percentage with Arthritis
9,Howard B Stroud,arthritis,14.86062797,[5.45268 - 24.2688],pct,Percentage with Arthritis
10,Judia Jackson Harris,arthritis,7.045905185,[1.94996 - 12.1416],pct,Percentage with Arthritis
11,Choice Zone-East,arthritis,8.114783946,[2.03871 - 14.1901],pct,Percentage with Arthritis
12,Oglethorpe,arthritis,20.74811116,[10.5562 - 30.9402],pct,Percentage with Arthritis
13,Timothy Rd.,arthritis,15.29925409,[9.22325 - 21.3752],pct,Percentage with Arthritis
14,Whit Davis,arthritis,16.9345839,[8.89858 - 24.9705],pct,Percentage with Arthritis
15,Whitehead Rd.,arthritis,19.00348764,[9.98748 - 28.0194],pct,Percentage with Arthritis
16,Winterville,arthritis,10.43922053,[-1.7122 - 22.5912],pct,Percentage with Arthritis
0,School Zone not specified by respondent,arthritis,19.54234658,[10.1348 - 28.9508],pct,Percentage with Arthritis
1,Bettye Henderson Holston,obese,16.66398399,[8.43192 - 24.8952],pct,Percentage with Obesity
2,Barnett Shoals,obese,16.30793704,[9.44793 - 23.1679],pct,Percentage with Obesity
3,Barrow,obese,12.34221889,[7.24626 - 17.4386],pct,Percentage with Obesity
4,Choice Zone-West,obese,11.72173987,[7.21373 - 16.2293],pct,Percentage with Obesity
5,Johnnie Lay Burks,obese,10.933828,[6.22984 - 15.6374],pct,Percentage with Obesity
6,Cleveland Road,obese,10.5787744,[3.52277 - 17.6347],pct,Percentage with Obesity
7,Fowler Drive,obese,10.19861301,[2.55461 - 17.8426],pct,Percentage with Obesity
8,Gaines,obese,21.05747195,[11.0611 - 31.0531],pct,Percentage with Obesity
9,Howard B Stroud,obese,17.73561423,[9.30768 - 26.1638],pct,Percentage with Obesity
10,Judia Jackson Harris,obese,11.64002619,[4.58406 - 18.6966],pct,Percentage with Obesity
11,Choice Zone-East,obese,13.28072891,[6.61674 - 19.9444],pct,Percentage with Obesity
12,Oglethorpe,obese,18.03327009,[9.60523 - 26.4613],pct,Percentage with Obesity
13,Timothy Rd.,obese,19.59222449,[13.1242 - 26.0602],pct,Percentage with Obesity
14,Whit Davis,obese,19.73729079,[11.5052 - 27.9692],pct,Percentage with Obesity
15,Whitehead Rd.,obese,16.88867474,[9.04867 - 24.7286],pct,Percentage with Obesity
16,Winterville,obese,26.54072908,[7.92075 - 45.1605],pct,Percentage with Obesity
0,School Zone not specified by respondent,obese,15.77986149,[9.11584 - 22.4434],pct,Percentage with Obesity
1,Bettye Henderson Holston,depression,31.65114165,[20.2838 - 43.0198],pct,Percentage with Depression
2,Barnett Shoals,depression,38.11240258,[29.2924 - 46.9324],pct,Percentage with Depression
3,Barrow,depression,29.39893788,[22.9303 - 35.8663],pct,Percentage with Depression
4,Choice Zone-West,depression,13.99381564,[8.89786 - 19.0896],pct,Percentage with Depression
5,Johnnie Lay Burks,depression,36.5860146,[28.7464 - 44.4264],pct,Percentage with Depression
6,Cleveland Road,depression,25.57785472,[13.0338 - 38.1218],pct,Percentage with Depression
7,Fowler Drive,depression,25.55137134,[12.8113 - 38.2913],pct,Percentage with Depression
8,Gaines,depression,30.41914846,[19.4436 - 41.3956],pct,Percentage with Depression
9,Howard B Stroud,depression,37.71388628,[26.1498 - 49.2778],pct,Percentage with Depression
10,Judia Jackson Harris,depression,16.23414719,[7.61014 - 24.8584],pct,Percentage with Depression
11,Choice Zone-East,depression,32.73177665,[22.3433 - 43.1193],pct,Percentage with Depression
12,Oglethorpe,depression,30.78417902,[20.5922 - 40.9762],pct,Percentage with Depression
13,Timothy Rd.,depression,29.69993753,[22.2519 - 37.1479],pct,Percentage with Depression
14,Whit Davis,depression,23.15432856,[14.3343 - 31.9743],pct,Percentage with Depression
15,Whitehead Rd.,depression,33.96252986,[23.7705 - 44.1545],pct,Percentage with Depression
16,Winterville,depression,28.48787925,[10.6511 - 46.3231],pct,Percentage with Depression
0,School Zone not specified by respondent,depression,30.00405831,[20.4009 - 39.6089],pct,Percentage with Depression
1,Bettye Henderson Holston,anxiety,30.89299215,[19.7207 - 42.0647],pct,Percentage with Anxiety
2,Barnett Shoals,anxiety,49.27946572,[40.0674 - 58.4914],pct,Percentage with Anxiety
3,Barrow,anxiety,38.57953056,[31.5236 - 45.6356],pct,Percentage with Anxiety
4,Choice Zone-West,anxiety,15.74497083,[10.2568 - 21.2328],pct,Percentage with Anxiety
5,Johnnie Lay Burks,anxiety,51.73550747,[43.3073 - 60.1633],pct,Percentage with Anxiety
6,Cleveland Road,anxiety,30.70999729,[17.7739 - 43.6459],pct,Percentage with Anxiety
7,Fowler Drive,anxiety,35.65892975,[21.1549 - 50.1629],pct,Percentage with Anxiety
8,Gaines,anxiety,38.22127618,[26.6579 - 49.7859],pct,Percentage with Anxiety
9,Howard B Stroud,anxiety,44.27754875,[32.7138 - 55.8418],pct,Percentage with Anxiety
10,Judia Jackson Harris,anxiety,19.36566061,[9.76169 - 28.9699],pct,Percentage with Anxiety
11,Choice Zone-East,anxiety,32.41381124,[22.2212 - 42.6052],pct,Percentage with Anxiety
12,Oglethorpe,anxiety,33.43523028,[23.2432 - 43.6272],pct,Percentage with Anxiety
13,Timothy Rd.,anxiety,38.66317821,[30.6271 - 46.6991],pct,Percentage with Anxiety
14,Whit Davis,anxiety,35.08449944,[24.8924 - 45.2764],pct,Percentage with Anxiety
15,Whitehead Rd.,anxiety,43.54305884,[32.9590 - 54.1270],pct,Percentage with Anxiety
16,Winterville,anxiety,37.24506297,[17.64510 - 56.84510],pct,Percentage with Anxiety
0,School Zone not specified by respondent,anxiety,30.21304542,[21.0017 - 39.4257],pct,Percentage with Anxiety
1,Bettye Henderson Holston,heartdis,9.950234158,[2.30629 - 17.5949],pct,Percentage with Heart Disease
2,Barnett Shoals,heartdis,1.533668557,[-0.2303 - 3.29766],pct,Percentage with Heart Disease
